"hb_author";"hb_university";"hb_age";"hb_subject";"hb_age_today";"hb_bwl2014_u40_rank";"hb_bwl2014_u40_score";"hb_bwl2014_lw_rank";"hb_bwl2014_lw_score";"hb_bwl2014_cr_rank";"hb_bwl2014_cr_score";"hb_vwl2013_u40_rank";"hb_vwl2013_u40_score";"hb_vwl2013_cr_rank";"hb_vwl2013_cr_score";"hb_vwl2013_lw_rank";"hb_vwl2013_lw_score";"hb_bwl2012_u40_rank";"hb_bwl2012_u40_score";"hb_bwl2012_cr_rank";"hb_bwl2012_cr_score";"hb_bwl2012_lw_rank";"hb_bwl2012_lw_score";"hb_vwl2011_u40_rank";"hb_vwl2011_u40_score";"hb_vwl2011_cr_rank";"hb_vwl2011_cr_score";"hb_vwl2011_lw_rank";"hb_vwl2011_lw_score";"hb_vwl2010_u40_rank";"hb_vwl2010_u40_score";"hb_vwl2010_cr_rank";"hb_vwl2010_cr_score";"hb_vwl2010_lw_rank";"hb_vwl2010_lw_score";"hb_bwl2009_u40_rank";"hb_bwl2009_u40_score";"hb_bwl2009_cr_rank";"hb_bwl2009_cr_score";"hb_bwl2009_lw_rank";"hb_bwl2009_lw_score";"rp_rank";"rp_author";"rp_score";"rp_aabs.views_rank";"rp_aabs.views_score";"rp_abs.views_rank";"rp_abs.views_score";"rp_ad.cites_rank";"rp_ad.cites_score";"rp_adown.loads_rank";"rp_adownloads_score";"rp_adsc.cites_rank";"rp_adsc.cites_score";"rp_affiliation";"rp_anb.cites_rank";"rp_anb.cites_score";"rp_anb.pages_rank";"rp_anb.pages_score";"rp_anb.works_rank";"rp_anb.works_score";"rp_asc.cites_rank";"rp_asc.cites_score";"rp_asc.pages_rank";"rp_asc.pages_score";"rp_asc.works_rank";"rp_asc.works_score";"rp_awdsc.cites_rank";"rp_awdsch.cites_score";"rp_awsc.cites_rank";"rp_awsc.cites_score";"rp_awsc.pages_rank";"rp_awsc.pages_score";"rp_awsc.works_rank";"rp_awsc.works_score";"rp_bet.weenn_rank";"rp_between_score";"rp_close_rank";"rp_close_score";"rp_d.cites_rank";"rp_d.cites_score";"rp_dnb.works_rank";"rp_dnb.works_score";"rp_down.loads_rank";"rp_downloads_score";"rp_dsc.cites_rank";"rp_dsc.cites_score";"rp_h.index_rank";"rp_h.index_score";"rp_nb.cites_rank";"rp_nb.cites_score";"rp_nb.pages_rank";"rp_nb.pages_score";"rp_nb.works_rank";"rp_nb.works_score";"rp_ncau.thors_rank";"rp_ncauthors_score";"rp_nep.cites_rank";"rp_nep.cites_score";"rp_rcau.thors_rank";"rp_rcauthors_score";"rp_sc.cites_rank";"rp_sc.cites_score";"rp_sc.pages_rank";"rp_sc.pages_score";"rp_sc.works_rank";"rp_sc.works_score";"rp_stu.dents_rank";"rp_students_score";"rp_wdsc.cites_rank";"rp_wdsc.cites_score";"rp_wsc.cites_rank";"rp_wsc.cites_score";"rp_wsc.pages_rank";"rp_wsc.pages_score";"rp_wsc.works_rank";"rp_wsc.works_score";"gs_id";"gs_author";"gs_affiliation";"gs_total_cites";"gs_h_index";"gs_i_index";"gs_fields";"gs_citation_2015";"gs_citation_2014";"gs_citation_2013";"gs_citation_2012";"gs_citation_2011";"gs_citation_2010";"gs_citation_2009";"gs_citation_2008";"gs_citation_2007";"rp_age_estimated";"age_combined";"subject_fields";"hb_comonscores"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1774;"Kenneth Lee Sokoloff Ü";1667,6;1835;NA;3571;NA;1656;NA;4108;NA;1143;NA;NA;1444;NA;2776;NA;1010;NA;1086;NA;3910;NA;713;NA;1114;NA;1087;NA;3524;NA;672;NA;11582;NA;13613;NA;2540;NA;1597;NA;6389;NA;1744;NA;2916;NA;2085;NA;3851;NA;1933;NA;1536;NA;1296;NA;1504;NA;1561;NA;4197;NA;1038;NA;889;NA;1711;NA;1533;NA;3687;NA;961;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63;63;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1775;"Marcus Berliant ";1668,19;4064;NA;2122;NA;5015;NA;5113;NA;4363;NA;"Department of Economics, Washington University in St. Louis, St. Louis, Missouri (USA)";4447;NA;1348;NA;1247;NA;3730;NA;1836;NA;1046;NA;3984;NA;3401;NA;1794;NA;901;NA;427;NA;717;NA;4504;NA;1340;NA;2092;NA;4099;NA;2916;NA;3808;NA;775;NA;478;NA;4556;NA;3008;NA;4487;NA;3328;NA;1491;NA;848;NA;324;NA;3764;NA;3069;NA;1516;NA;717;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;60;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1776;"Kyoji Fukao ";1668,96;913;NA;845;NA;2508;NA;1187;NA;3614;NA;"Institute of Economic Research, Hitotsubashi University, Tokyo, Japan";2718;NA;555;NA;380;NA;3915;NA;4469;NA;2840;NA;3721;NA;4036;NA;4213;NA;2971;NA;1084;NA;898;NA;2504;NA;378;NA;1191;NA;3717;NA;1998;NA;2630;NA;678;NA;442;NA;2657;NA;2338;NA;2795;NA;3834;NA;3997;NA;2727;NA;2360;NA;3904;NA;4043;NA;3788;NA;2813;NA;"RFKSD8gAAAAJ";"Kyoji Fukao";"Hitotsubashi University";2389;23;51;"productivity, quantitative economic history";NA;NA;NA;NA;NA;NA;NA;NA;NA;58;58;"O";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1778;"Fredrik Carlsson ";1670,63;1375;NA;1348;NA;1050;NA;2228;NA;1813;NA;"Nationalekonomiska institutionen, Handelshˆgskolan, Gˆteborgs Universitet, Gˆteborg, Sweden";1268;NA;2173;NA;951;NA;2285;NA;3346;NA;2420;NA;2356;NA;2969;NA;4945;NA;4111;NA;1301;NA;2499;NA;856;NA;817;NA;2518;NA;1484;NA;1227;NA;1077;NA;1303;NA;747;NA;1305;NA;687;NA;1473;NA;1932;NA;2575;NA;1979;NA;2360;NA;1930;NA;2532;NA;3940;NA;3464;NA;"lvleZkwAAAAJ";"Fredrik Carlsson";NA;4747;33;70;"economics, behavioral economics, environmental economics, econometrics, discrete choice";NA;NA;NA;NA;NA;NA;NA;NA;NA;47;47;"A";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1779;"Sushil Wadhwani ";1672,17;4984;NA;5804;NA;1172;NA;6989;NA;1279;NA;NA;859;NA;5281;NA;5325;NA;1003;NA;2004;NA;2167;NA;1416;NA;1107;NA;1918;NA;2077;NA;6057;NA;2822;NA;1406;NA;5217;NA;8070;NA;1467;NA;1681;NA;943;NA;4957;NA;5484;NA;902;NA;1519;NA;867;NA;1046;NA;1881;NA;1992;NA;415;NA;1599;NA;1114;NA;1796;NA;1906;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56;56;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1781;"Yongmin Chen ";1674;1314;NA;1563;NA;1454;NA;1303;NA;1613;NA;"Department of Economics, University of Colorado, Boulder, Colorado (USA)";1760;NA;1325;NA;2455;NA;1853;NA;1290;NA;1779;NA;1652;NA;1886;NA;1345;NA;1710;NA;1217;NA;1616;NA;1837;NA;2855;NA;1528;NA;1954;NA;1447;NA;2072;NA;1513;NA;2782;NA;2034;NA;1986;NA;2129;NA;2159;NA;1524;NA;1772;NA;1493;NA;1938;NA;2174;NA;1587;NA;1730;NA;"IIlxwYoAAAAJ";"Yongmin Chen";"Boulder";2788;26;37;"industrial organization, microeconomics";NA;NA;NA;NA;NA;NA;NA;NA;NA;51;51;"L";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1784;"Jan Boone ";1682,61;1601;NA;1649;NA;1516;NA;1706;NA;1733;NA;"CentER for Economic Research, Universiteit van Tilburg, Tilburg, Netherlands";1860;NA;3732;NA;1696;NA;2098;NA;2813;NA;1286;NA;1828;NA;2176;NA;3077;NA;1368;NA;459;NA;516;NA;1890;NA;1551;NA;1277;NA;2099;NA;1447;NA;2124;NA;2749;NA;240;NA;1792;NA;1306;NA;1806;NA;2415;NA;2479;NA;1277;NA;2360;NA;2152;NA;2469;NA;2796;NA;1360;NA;"rSuohh8L_6UC";"jan boone";NA;2319;22;32;"competition in health care markets, NA, competition in health care markets";NA;NA;NA;NA;NA;NA;NA;NA;NA;47;47;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1785;"Marco E. Terrones ";1682,79;1945;NA;695;NA;1776;NA;1269;NA;1588;NA;"Research Department, International Monetary Fund (IMF), Washington, District of Columbia (USA)";2253;NA;6898;NA;8451;NA;1967;NA;5803;NA;3553;NA;1552;NA;1918;NA;5570;NA;3159;NA;4175;NA;1557;NA;979;NA;5423;NA;456;NA;948;NA;1035;NA;1302;NA;2895;NA;3061;NA;960;NA;2149;NA;986;NA;1279;NA;3488;NA;1807;NA;2360;NA;944;NA;1296;NA;3681;NA;1738;NA;"Vk3szEgAAAAJ";"Marco E. Terrones";"International Monetary Fund";4476;26;42;"macroeconomics, international macroeconomics, international finance, business cycles, financial economics";NA;NA;NA;NA;NA;NA;NA;NA;NA;54;54;"E";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1786;"Steven Stern ";1684,89;2831;NA;4136;NA;2152;NA;3470;NA;2027;NA;"Department of Economics, University of Virginia, Charlottesville, Virginia (USA)";1647;NA;2021;NA;2522;NA;1382;NA;668;NA;1058;NA;1982;NA;1351;NA;712;NA;889;NA;6188;NA;4652;NA;2902;NA;3037;NA;4915;NA;2600;NA;1681;NA;2187;NA;2415;NA;4175;NA;2165;NA;1768;NA;2100;NA;1857;NA;978;NA;1557;NA;165;NA;2530;NA;1812;NA;1037;NA;1337;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;57;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1787;"Elie Tamer ";1686,1;13178;NA;11742;NA;1539;NA;13499;NA;783;NA;"Department of Economics, Northwestern University, Evanston, Illinois (USA)";2181;NA;6785;NA;12404;NA;1134;NA;1112;NA;2433;NA;704;NA;1063;NA;924;NA;2002;NA;11113;NA;5900;NA;1579;NA;11698;NA;14393;NA;760;NA;1998;NA;2124;NA;5399;NA;10468;NA;2960;NA;1576;NA;2867;NA;1076;NA;852;NA;2441;NA;2360;NA;685;NA;1004;NA;716;NA;2028;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44;44;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1788;"Christian Lundblad ";1688,27;6480;NA;3092;NA;1735;NA;6013;NA;1355;NA;"Kenan Flagler Business School, University of North Carolina-Chapel-Hill, Chapel Hill, North Carolina (USA)";2087;NA;6084;NA;13491;NA;1563;NA;1594;NA;3780;NA;1387;NA;1566;NA;1710;NA;3514;NA;18302;NA;12444;NA;953;NA;11141;NA;3152;NA;778;NA;1681;NA;1129;NA;2813;NA;8358;NA;1074;NA;1120;NA;1067;NA;888;NA;819;NA;2308;NA;2360;NA;848;NA;924;NA;932;NA;2266;NA;"BtoRvuYAAAAJ";"Christian T. Lundblad";"Chapel Hill";4911;17;21;"asset pricing, international finance, emerging markets, macroeconomics";NA;NA;NA;NA;NA;NA;NA;NA;NA;43;43;"G";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1789;"Leonardo Gambacorta ";1688,33;1190;NA;549;NA;1328;NA;842;NA;1730;NA;"Bank for International Settlements (BIS), Basel, Switzerland";1976;NA;2641;NA;3652;NA;2460;NA;3277;NA;2760;NA;1969;NA;2636;NA;3635;NA;3078;NA;953;NA;973;NA;1082;NA;3236;NA;399;NA;1446;NA;1227;NA;1652;NA;2415;NA;1933;NA;1456;NA;3268;NA;1581;NA;2150;NA;2761;NA;2194;NA;2360;NA;1657;NA;2332;NA;3043;NA;2541;NA;"hvCb0-4AAAAJ";"Leonardo Gambacorta";NA;4413;29;42;"banking, monetary policy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"G";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1790;"Claude Montmarquette ";1689,54;1368;NA;1479;NA;3850;NA;3261;NA;4462;NA;"Centre Interuniversitaire de Recherche en Analyse des Organisations (CIRANO), MontrÈal, Canada";3526;NA;974;NA;261;NA;4255;NA;3560;NA;1280;NA;4353;NA;4262;NA;3760;NA;1462;NA;628;NA;893;NA;3501;NA;263;NA;3472;NA;4122;NA;2916;NA;3203;NA;908;NA;268;NA;2456;NA;1907;NA;2466;NA;3919;NA;3350;NA;1341;NA;2360;NA;4124;NA;3972;NA;3665;NA;1572;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;73;73;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1791;"Stergios Skaperdas ";1689,86;2617;NA;2226;NA;983;NA;3338;NA;1148;NA;"Department of Economics, University of California-Irvine, Irvine, California (USA)";931;NA;3002;NA;1954;NA;1063;NA;3972;NA;1960;NA;1148;NA;1112;NA;4195;NA;2258;NA;1423;NA;1665;NA;1226;NA;2176;NA;2976;NA;1454;NA;1227;NA;1188;NA;2771;NA;1531;NA;1979;NA;1619;NA;1998;NA;1352;NA;3960;NA;1931;NA;1110;NA;1443;NA;1411;NA;4165;NA;2205;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55;55;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1792;"Shunsuke Managi ";1693,87;791;NA;1009;NA;1946;NA;335;NA;3647;NA;"Graduate School of Public Policy, University of Tokyo, Tokyo, Japan, Research Institute of Economy, Trade and Industry (RIETI), Tokyo, Japan";3626;NA;472;NA;567;NA;6438;NA;4198;NA;4574;NA;6449;NA;9576;NA;7807;NA;8775;NA;557;NA;10811;NA;2091;NA;570;NA;490;NA;4112;NA;3594;NA;3994;NA;465;NA;904;NA;4124;NA;4188;NA;4893;NA;6992;NA;4225;NA;4660;NA;2360;NA;6943;NA;10063;NA;7737;NA;8727;NA;"ZkVle6EAAAAJ";"Managi, Shunsuke";"Graduate School of Environmental Studies";1999;24;51;"environmental economics, energy economics, applied microeconomics, resource economics";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Q";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1793;"Gilbert W. Bassett Jr.";1693,96;12198;NA;14561;NA;438;NA;12352;NA;701;NA;"Department of Finance, College of Business Administration, University of Illinois at Chicago, Chicago, Illinois (USA)";549;NA;8934;NA;11630;NA;825;NA;3590;NA;5348;NA;818;NA;953;NA;3121;NA;4645;NA;15201;NA;26412;NA;889;NA;13000;NA;13687;NA;1218;NA;8609;NA;957;NA;10666;NA;15097;NA;763;NA;546;NA;804;NA;1246;NA;4195;NA;6163;NA;2360;NA;1374;NA;1415;NA;3615;NA;5330;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;70;70;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1794;"Daniel McMillen ";1694,56;2303;NA;3667;NA;1064;NA;1496;NA;1473;NA;"Department of Economics, University of Illinois at Urbana-Champaign, Urbana-Champaign, Illinois (USA)";1213;NA;375;NA;1293;NA;1804;NA;1447;NA;2130;NA;1578;NA;1972;NA;2025;NA;2566;NA;1180;NA;1482;NA;1615;NA;1409;NA;2865;NA;2199;NA;1035;NA;1783;NA;695;NA;2128;NA;2629;NA;2139;NA;2661;NA;2541;NA;2078;NA;2653;NA;1239;NA;2295;NA;2717;NA;2713;NA;2927;NA;"7ndQvtwAAAAJ";"Daniel McMillen";"University of Illinois";5062;40;77;"urban economics, spatial econometrics, real estate";NA;NA;NA;NA;NA;NA;NA;NA;NA;56;56;"R";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1795;"Rohini Pande ";1697,32;2558;NA;2183;NA;1509;NA;2265;NA;1019;NA;"Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA), Center for International Development, Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)";2571;NA;4621;NA;6183;NA;1733;NA;1165;NA;1458;NA;986;NA;1691;NA;993;NA;1434;NA;9377;NA;3651;NA;1639;NA;5811;NA;1892;NA;1115;NA;1681;NA;2518;NA;4405;NA;4175;NA;2229;NA;1329;NA;2185;NA;1786;NA;1047;NA;1354;NA;2360;NA;1079;NA;1740;NA;906;NA;1293;NA;"TN3_IdIAAAAJ";"Rohini Pande";NA;4072;26;31;"development economics, political economy";NA;NA;NA;NA;NA;NA;NA;NA;NA;45;45;"F";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1796;"Michael R. Baye ";1697,83;5238;NA;3445;NA;1449;NA;5341;NA;1568;NA;"Department of Business Economics and Public Policy, Kelley School of Business, Indiana University, Bloomington, Indiana (USA)";1471;NA;2863;NA;2936;NA;1532;NA;1940;NA;1788;NA;1607;NA;1556;NA;1954;NA;1799;NA;1602;NA;2642;NA;992;NA;2381;NA;4262;NA;1177;NA;1035;NA;1007;NA;2113;NA;1685;NA;1346;NA;2149;NA;1377;NA;1139;NA;1795;NA;1576;NA;2360;NA;1199;NA;1170;NA;1861;NA;1651;NA;"uyTqYxwAAAAJ";"Michael R. Baye";"Indiana University";5179;31;51;"industrial organization, e-commerce, antitrust, auctions, information";NA;NA;NA;NA;NA;NA;NA;NA;NA;57;57;"L";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1797;"Price Vanmeter Fishback ";1697,93;1691;NA;1683;NA;5387;NA;3358;NA;2972;NA;"Economics Department, Eller College of Management, University of Arizona, Tucson, Arizona (USA), National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)";5641;NA;945;NA;882;NA;3468;NA;1142;NA;804;NA;2684;NA;3114;NA;1268;NA;800;NA;4621;NA;10523;NA;5058;NA;769;NA;4073;NA;2870;NA;3594;NA;5325;NA;772;NA;1234;NA;4838;NA;2674;NA;4606;NA;3385;NA;1064;NA;770;NA;1101;NA;2572;NA;3028;NA;1115;NA;756;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;60;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1798;"David A. Green ";1699,17;3171;NA;2036;NA;2340;NA;3747;NA;2162;NA;"Vancouver School of Economics, University of British Columbia, Vancouver, Canada";2501;NA;1747;NA;4759;NA;2274;NA;1238;NA;2111;NA;1972;NA;2160;NA;1261;NA;2213;NA;2085;NA;3297;NA;1732;NA;2768;NA;2185;NA;1699;NA;1681;NA;1937;NA;859;NA;3269;NA;1634;NA;1831;NA;1580;NA;1854;NA;744;NA;1358;NA;785;NA;1556;NA;1767;NA;782;NA;1470;NA;"ir1Umm4AAAAJ";"David A. Green";"Vancouver School of Economics";3717;31;62;"labour economics, applied econometrics";NA;NA;NA;NA;NA;NA;NA;NA;NA;54;54;"J";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1799;"Roger G. Noll ";1700,61;2528;NA;4087;NA;6149;NA;2443;NA;5941;NA;NA;3611;NA;2172;NA;519;NA;3411;NA;2615;NA;583;NA;6059;NA;3453;NA;2686;NA;567;NA;3011;NA;319;NA;6321;NA;663;NA;4015;NA;6151;NA;4360;NA;3737;NA;2588;NA;1205;NA;4205;NA;4228;NA;3931;NA;3522;NA;3206;NA;931;NA;337;NA;6195;NA;3507;NA;3284;NA;877;NA;"3u5zUlMAAAAJ";"Roger G. Noll";"Stanford University";13520;49;127;"economics of antitrust and regulation, economic approach to politics";NA;NA;NA;NA;NA;NA;NA;NA;NA;75;75;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1800;"Willard G. Manning ";1701,05;2041;NA;3733;NA;902;NA;2008;NA;858;NA;NA;822;NA;3353;NA;7314;NA;782;NA;2157;NA;2851;NA;890;NA;836;NA;2477;NA;2843;NA;15725;NA;10965;NA;1238;NA;7125;NA;3658;NA;1182;NA;1447;NA;1173;NA;3704;NA;8358;NA;1461;NA;1572;NA;1460;NA;1114;NA;2772;NA;2939;NA;2360;NA;1237;NA;1183;NA;3096;NA;2815;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69;69;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1801;"Fabiano Schivardi ";1705,91;2593;NA;1332;NA;2181;NA;2333;NA;2136;NA;"Innocenzo Gasparini Institute for Economic Research (IGIER), Universit‡ Commerciale Luigi Bocconi, Milano, Italy, Dipartimento di Finanza, Universit‡ Commerciale Luigi Bocconi, Milano, Italy";2467;NA;3009;NA;4527;NA;2582;NA;1980;NA;2243;NA;2103;NA;2603;NA;1737;NA;1968;NA;824;NA;919;NA;1634;NA;3451;NA;1218;NA;1755;NA;1035;NA;1842;NA;1968;NA;1554;NA;1124;NA;978;NA;1179;NA;2102;NA;1474;NA;1605;NA;2360;NA;1782;NA;2161;NA;1331;NA;1428;NA;"YD0AfNYAAAAJ";"Fabiano Schivardi";"Bocconi";3499;28;32;"industry dynamcis, productivity, matched employer-employee data";NA;NA;NA;NA;NA;NA;NA;NA;NA;48;48;"O";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1802;"Philip Molyneux ";1707,36;1083;NA;908;NA;1282;NA;875;NA;2363;NA;"Bangor Business School, Bangor University, Bangor, United Kingdom";1611;NA;1447;NA;2971;NA;2730;NA;3792;NA;4929;NA;3140;NA;3383;NA;4380;NA;5731;NA;952;NA;4438;NA;798;NA;1597;NA;681;NA;1660;NA;618;NA;1023;NA;879;NA;2378;NA;1786;NA;2849;NA;2043;NA;1984;NA;2780;NA;3687;NA;2360;NA;2307;NA;2620;NA;3352;NA;4465;NA;"dk8kREMAAAAJ";"Philip Molyneux";NA;9470;40;86;"banking, bank performance, private banking, islamic banking";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"G";NA
